Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
4,9/06/2019,3,0,CCU ? DEL ? BLR,20:25,22:05 10 Jun,25h 40m,0,8,0.39853438556933485
4,1/05/2019,3,0,CCU ? DEL ? BLR,09:35,19:10,9h 35m,0,5,-0.7274520856820744
8,15/06/2019,3,0,CCU ? BLR,17:10,19:40,2h 30m,4,8,-0.0467869222096956
8,21/04/2019,3,0,CCU ? BLR,22:20,00:40 22 Apr,2h 20m,4,7,0.358934611048478
6,27/06/2019,2,1,DEL ? BOM ? COK,09:00,19:15,10h 15m,0,8,-0.27198421645997745
3,24/04/2019,2,1,DEL ? HYD ? COK,05:05,12:10,7h 5m,0,8,-0.5133878241262683
8,24/06/2019,4,3,BOM ? HYD,13:15,14:45,1h 30m,4,7,-0.27198421645997745
4,12/06/2019,3,0,CCU ? DEL ? BLR,09:35,21:05,11h 30m,0,5,-0.6385287485907554
0,1/06/2019,0,2,BLR ? DEL,11:10,13:55,2h 45m,4,8,0.2915727170236753
6,27/03/2019,2,1,DEL ? BOM ? COK,06:00,19:15,13h 15m,0,8,0.7349210822998873
4,6/03/2019,2,1,DEL ? BOM ? COK,13:55,04:25 07 Mar,14h 30m,0,8,0.4361612175873732
4,12/05/2019,3,0,CCU ? BOM ? BLR,16:30,23:35,7h 5m,0,5,-0.15177564825253664
3,12/04/2019,0,2,BLR ? DEL,04:00,06:50,2h 50m,4,8,-0.6729143179255919
10,15/06/2019,0,2,BLR ? DEL,09:45,12:35,2h 50m,4,8,-0.08244081172491545
8,9/05/2019,4,3,BOM ? HYD,13:15,14:45,1h 30m,4,8,0.9158680947012401
4,15/05/2019,3,0,CCU ? BOM ? BLR,16:30,18:15 16 May,25h 45m,0,5,-0.6809470124013529
0,3/04/2019,3,0,CCU ? BLR,19:55,22:25,2h 30m,4,8,-0.27198421645997745
10,24/03/2019,3,0,CCU ? DEL ? BLR,07:10,10:50 25 Mar,27h 40m,0,8,-0.7030721533258174
4,3/06/2019,2,1,DEL ? BOM ? COK,14:00,12:35 04 Jun,22h 35m,0,5,-0.5584836527621195
4,18/05/2019,0,2,BLR ? DEL,15:15,18:10,2h 55m,4,5,-0.637260428410372
4,24/05/2019,0,2,BLR ? DEL,18:55,22:00,3h 5m,4,5,-0.04988726042841037
2,15/03/2019,0,5,BLR ? DEL,07:45,10:40,2h 55m,4,8,0.4361612175873732
4,15/03/2019,0,5,BLR ? BDQ ? DEL,05:50,12:20,6h 30m,0,5,-0.5219842164599775
4,21/05/2019,3,0,CCU ? BOM ? PNQ ? BLR,06:30,20:50,14h 20m,1,5,0.782130777903044
1,1/05/2019,3,0,CCU ? BOM ? AMD ? BLR,09:25,05:25 02 May,20h,1,8,-0.6689684329199549
6,27/05/2019,2,1,DEL ? BOM ? COK,11:30,19:15,7h 45m,0,5,-0.3358229988726043
4,1/06/2019,2,1,DEL ? JAI ? BOM ? COK,09:40,04:25 02 Jun,18h 45m,1,5,-0.556510710259301
4,6/06/2019,3,0,CCU ? BOM ? BLR,14:05,20:45,6h 40m,0,8,0.16798196166854565
4,1/06/2019,0,2,BLR ? DEL,15:15,18:10,2h 55m,4,5,0.022125140924464486
3,6/06/2019,2,1,DEL ? BOM ? COK,06:40,21:00,14h 20m,0,8,-0.5956877113866967
6,9/03/2019,2,1,DEL ? BOM ? COK,08:00,21:00,13h,0,8,-0.5028184892897407
3,6/06/2019,1,4,MAA ? CCU,14:45,17:05,2h 20m,4,8,-0.2020856820744081
4,24/03/2019,3,0,CCU ? BOM ? BLR,06:30,23:25,16h 55m,0,5,0.9079763246899661
3,9/03/2019,2,1,DEL ? BLR ? COK,02:00,07:45,5h 45m,0,8,0.9448985343855694
4,24/03/2019,3,0,CCU ? BOM ? BLR,13:55,09:15 25 Mar,19h 20m,0,8,0.6541713641488163
4,24/04/2019,0,2,BLR ? DEL,18:55,22:00,3h 5m,4,5,0.3986753100338219
4,9/03/2019,2,1,DEL ? BOM ? COK,15:05,18:50 10 Mar,27h 45m,0,8,0.608793686583991
3,3/03/2019,3,0,CCU ? BLR,10:10,12:55,2h 45m,4,8,0.17953776775648253
3,21/06/2019,1,4,MAA ? CCU,14:45,17:05,2h 20m,4,8,1.0861048478015785
1,6/05/2019,2,1,DEL ? MAA ? COK,20:40,09:25 07 May,12h 45m,0,8,-0.31778466741826383
10,12/05/2019,3,0,CCU ? DEL ? BLR,17:00,10:45 13 May,17h 45m,0,8,-0.2222378804960541
4,27/05/2019,0,2,BLR ? DEL,17:45,20:45,3h,4,8,-0.7429537767756482
4,15/06/2019,2,1,DEL ? ATQ ? BOM ? COK,20:00,12:35 16 Jun,16h 35m,1,8,1.0539740698985345
4,27/03/2019,2,1,DEL ? BOM ? COK,02:15,04:25 28 Mar,26h 10m,0,8,-0.6602311161217588
6,24/06/2019,2,1,DEL ? BOM ? COK,11:25,19:00,7h 35m,0,8,-0.4766065388951522
6,27/05/2019,2,1,DEL ? BOM ? COK,08:00,21:00,13h,0,5,1.012119503945885
3,6/04/2019,3,0,CCU ? BLR,21:25,00:05 07 Apr,2h 40m,4,8,0.16262683201803832
4,6/04/2019,0,2,BLR ? DEL,07:10,10:10,3h,4,5,-0.33215896279594137
3,15/05/2019,3,0,CCU ? MAA ? BLR,17:35,22:15,4h 40m,0,8,0.3246899661781285
4,24/05/2019,2,1,DEL ? AMD ? BOM ? COK,19:10,19:00 25 May,23h 50m,1,8,0.6378241262683202
3,15/06/2019,2,1,DEL ? HYD ? COK,14:20,22:30,8h 10m,0,8,0.9522266065388951
4,24/03/2019,0,5,BLR ? DEL,02:00,04:45,2h 45m,4,8,0.7054678692220969
10,1/06/2019,0,2,BLR ? DEL,09:45,12:35,2h 50m,4,8,-0.5916009019165727
0,6/04/2019,3,0,CCU ? BLR,10:20,12:55,2h 35m,4,8,0.10301578354002255
4,18/05/2019,2,1,DEL ? BOM ? COK,17:30,12:35 19 May,19h 5m,0,5,-0.637260428410372
4,6/06/2019,3,0,CCU ? BOM ? BLR,14:05,23:35,9h 30m,0,8,-0.3038331454340473
4,12/06/2019,2,1,DEL ? BOM ? COK,19:45,04:25 13 Jun,8h 40m,0,5,0.03354002254791432
4,9/06/2019,2,1,DEL ? BOM ? COK,20:55,19:00 10 Jun,22h 5m,0,5,0.3053833145434047
10,6/03/2019,4,3,BOM ? DEL ? HYD,20:55,22:55 07 Mar,26h,0,8,-0.23928974069898534
8,27/04/2019,3,0,CCU ? BLR,06:55,09:30,2h 35m,4,7,-0.10625704622322435
0,3/06/2019,2,1,DEL ? BLR ? COK,07:55,15:45,7h 50m,0,8,-0.6241544532130778
3,21/03/2019,2,1,DEL ? BOM ? COK,04:45,15:30,10h 45m,0,8,0.49901352874859073
3,18/05/2019,2,1,DEL ? BOM ? COK,15:00,01:30 19 May,10h 30m,0,8,-0.21307779030439683
3,3/06/2019,2,1,DEL ? BOM ? COK,11:25,01:30 04 Jun,14h 5m,0,8,0.6933483652762119
4,12/06/2019,3,0,CCU ? DEL ? BLR,20:25,09:45 13 Jun,13h 20m,0,8,1.2239289740698986
3,15/04/2019,0,2,BLR ? DEL,08:30,11:20,2h 50m,4,8,0.6541713641488163
8,27/05/2019,4,3,BOM ? HYD,05:45,07:15,1h 30m,4,8,0.44813979706877116
1,12/06/2019,2,1,DEL ? JAI ? BOM ? COK,12:00,07:40 13 Jun,19h 40m,1,8,-0.29241826381059755
4,21/06/2019,0,2,BLR ? DEL,11:10,14:05,2h 55m,4,5,-0.5693348365276212
4,1/04/2019,3,0,CCU ? BOM ? BLR,18:55,18:15 02 Apr,23h 20m,0,8,-0.3802142051860203
8,24/06/2019,0,2,BLR ? DEL,05:55,08:35,2h 40m,4,8,0.32962232243517475
3,9/05/2019,2,1,DEL ? BOM ? COK,09:15,01:30 10 May,16h 15m,0,8,0.4361612175873732
3,15/05/2019,4,3,BOM ? HYD,02:35,04:05,1h 30m,4,8,0.572435174746336
1,12/06/2019,2,1,DEL ? BOM ? COK,10:00,19:15,9h 15m,0,8,-0.4468714768883878
4,12/06/2019,2,1,DEL ? BOM ? COK,16:00,12:35 13 Jun,20h 35m,0,5,-0.4923900789177001
1,3/03/2019,1,4,MAA ? CCU,11:40,13:55,2h 15m,4,8,0.6541713641488163
3,15/06/2019,1,4,MAA ? CCU,05:15,07:40,2h 25m,4,8,-0.6729143179255919
4,6/06/2019,0,2,BLR ? DEL,18:55,22:00,3h 5m,4,8,0.5956877113866967
3,09/03/2019,0,5,BLR ? DEL,10:30,13:20,2h 50m,4,8,0.3483652762119504
0,27/04/2019,2,1,DEL ? BLR ? COK,16:45,22:25,5h 40m,0,8,0.6378241262683202
4,6/05/2019,3,0,CCU ? DEL ? BLR,20:25,15:05 07 May,18h 40m,0,8,-0.6241544532130778
4,6/05/2019,3,0,CCU ? DEL ? BLR,17:00,18:00 07 May,25h,0,8,-0.16544532130777903
1,9/05/2019,3,0,CCU ? DEL ? BLR,10:00,23:15,13h 15m,0,8,-0.4804114994363021
0,12/03/2019,3,0,CCU ? BLR,22:50,01:20 13 Mar,2h 30m,4,8,0.6027339346110485
1,21/05/2019,2,1,DEL ? GOI ? BOM ? COK,10:55,19:15,8h 20m,1,8,1.2535231116121759
4,09/03/2019,0,5,BLR ? BOM ? JDH ? DEL,08:55,15:55,7h,1,8,0.5638387824126269
4,6/06/2019,3,0,CCU ? BOM ? BLR,18:55,20:45 07 Jun,25h 50m,0,5,0.7229425028184893
3,27/06/2019,0,2,BLR ? DEL,18:55,21:50,2h 55m,4,8,0.4580045095828636
4,09/03/2019,0,5,BLR ? BDQ ? DEL,05:50,15:00,9h 10m,0,5,-0.40262119503945887
4,6/05/2019,3,0,CCU ? BOM ? BLR,20:00,04:40 07 May,8h 40m,0,8,0.13275084554678693
1,3/03/2019,2,1,DEL ? HYD ? BOM ? COK,21:30,19:15 04 Mar,21h 45m,1,8,0.48153889515219844
4,6/06/2019,3,0,CCU ? BOM ? BLR,14:05,20:45,6h 40m,0,5,-0.500140924464487
4,24/05/2019,4,3,BOM ? HYD,10:20,11:50,1h 30m,4,5,0.2952367531003382
6,27/05/2019,2,1,DEL ? BOM ? COK,11:40,19:00,7h 20m,0,8,-0.1358511837655017
3,6/06/2019,3,0,CCU ? MAA ? BLR,06:20,10:20,4h,0,8,-0.12570462232243518
3,21/03/2019,2,1,DEL ? BOM ? COK,11:30,01:35 22 Mar,14h 5m,0,8,-0.6385287485907554
4,12/06/2019,3,0,CCU ? BOM ? BLR,20:00,08:15 13 Jun,12h 15m,0,5,-0.6805242390078917
1,12/06/2019,3,0,CCU ? BBI ? BOM ? BLR,12:00,18:30 13 Jun,30h 30m,1,8,0.29890078917700114
4,3/06/2019,2,1,DEL ? IDR ? BOM ? COK,09:35,12:35 04 Jun,27h,1,5,0.10301578354002255
1,1/04/2019,3,0,CCU ? GAU ? DEL ? BLR,16:45,08:55 02 Apr,16h 10m,1,8,0.3483652762119504
6,18/05/2019,2,1,DEL ? HYD ? COK,07:10,16:10,9h,0,8,-0.500140924464487
2,3/06/2019,2,1,DEL ? BOM ? COK,07:00,12:55,5h 55m,0,8,-0.548196166854566
4,9/06/2019,4,3,BOM ? HYD,07:05,08:30,1h 25m,4,8,0.022125140924464486
4,9/06/2019,0,2,BLR ? DEL,08:20,11:20,3h,4,5,-0.06214768883878241
4,1/04/2019,3,0,CCU ? BOM ? BLR,16:30,23:35,7h 5m,0,5,0.18193348365276213
3,6/04/2019,0,2,BLR ? DEL,08:30,11:20,2h 50m,4,8,0.28128523111612175
4,24/05/2019,3,0,CCU ? BOM ? BLR,16:30,22:35,6h 5m,0,8,0.2507046223224352
3,27/03/2019,3,0,CCU ? BLR,09:35,12:20,2h 45m,4,8,-0.6805242390078917
1,24/05/2019,3,0,CCU ? DEL ? COK ? BLR,10:00,01:20 25 May,15h 20m,1,8,-0.11865839909808343
4,24/06/2019,2,1,DEL ? BOM ? COK,13:00,12:35 25 Jun,23h 35m,0,5,-0.22082863585118376
6,9/04/2019,2,1,DEL ? BOM ? COK,11:40,01:30 10 Apr,13h 50m,0,8,-0.6979988726042841
3,1/05/2019,3,0,CCU ? BLR,17:15,19:50,2h 35m,4,8,-0.17643742953776775
3,09/03/2019,0,5,BLR ? STV ? DEL,11:20,15:25,4h 5m,0,8,0.8144024802705749
2,9/06/2019,2,1,DEL ? HYD ? COK,05:55,13:35,7h 40m,0,8,-0.7429537767756482
3,18/03/2019,1,4,MAA ? CCU,19:35,21:55,2h 20m,4,8,0.528325817361894
3,1/06/2019,2,1,DEL ? BOM ? COK,11:25,21:00,9h 35m,0,8,-0.8955749718151071
1,18/03/2019,0,5,BLR ? BOM ? JDH ? DEL,06:45,16:20,9h 35m,1,8,-0.8067925591882751
4,21/03/2019,0,5,BLR ? BOM ? DEL,08:55,20:20,11h 25m,0,5,-0.31355693348365277
4,1/05/2019,3,0,CCU ? BOM ? BLR,16:30,04:40 02 May,12h 10m,0,5,0.82652198421646
4,24/06/2019,0,2,BLR ? DEL,15:15,18:10,2h 55m,4,5,0.6583990980834273
4,21/05/2019,4,3,BOM ? HYD,10:20,11:50,1h 30m,4,8,1.012119503945885
10,6/03/2019,2,1,DEL ? COK,06:00,09:10,3h 10m,4,8,-0.556510710259301
1,9/06/2019,3,0,CCU ? BOM ? BLR,09:25,21:50,12h 25m,0,8,0.0
6,3/06/2019,2,1,DEL ? BOM ? COK,07:30,19:15,11h 45m,0,8,0.3483652762119504
1,01/03/2019,0,5,BLR ? CCU ? GAU ? DEL,11:05,22:10,11h 5m,1,4,0.16671364148816234
6,3/06/2019,2,1,DEL ? BOM ? COK,09:15,19:00,9h 45m,0,8,0.06581172491544532
1,6/06/2019,3,0,CCU ? IXR ? DEL ? BLR,05:50,23:15,17h 25m,1,8,0.2507046223224352
4,24/03/2019,3,0,CCU ? BOM ? BLR,08:25,23:25,15h,0,8,0.43122886133032695
3,15/05/2019,2,1,DEL ? HYD ? COK,16:10,22:30,6h 20m,0,8,-0.5711668545659526
3,27/03/2019,2,1,DEL ? HYD ? MAA ? COK,08:35,21:20,12h 45m,1,8,0.17671927846674182
4,24/03/2019,4,3,BOM ? HYD,15:50,17:20,1h 30m,4,8,0.31722096956031565
1,12/05/2019,3,0,CCU ? BOM ? BLR,09:25,11:10 13 May,25h 45m,0,8,0.16798196166854565
4,3/03/2019,2,1,DEL ? BOM ? COK,21:50,18:50 04 Mar,21h,0,8,0.903184892897407
4,12/06/2019,2,1,DEL ? JAI ? BOM ? COK,09:40,19:00,9h 20m,1,5,-0.16107666290868095
4,9/06/2019,3,0,CCU ? BOM ? BLR,20:00,18:15 10 Jun,22h 15m,0,8,-0.3788049605411499
4,21/03/2019,0,5,BLR ? BOM ? DEL,07:00,15:15,8h 15m,0,5,0.8478015783540023
4,9/05/2019,3,0,CCU ? DEL ? BLR,09:35,22:05,12h 30m,0,8,-0.40262119503945887
6,21/03/2019,2,1,DEL ? BOM ? COK,10:45,19:15,8h 30m,0,8,0.608793686583991
0,15/04/2019,3,0,CCU ? DEL ? BLR,07:35,19:25,11h 50m,0,8,0.13275084554678693
6,6/03/2019,2,1,DEL ? IDR ? BOM ? COK,15:05,01:35 07 Mar,10h 30m,1,8,-0.6340191657271702
4,6/06/2019,3,0,CCU ? BOM ? BLR,16:30,04:40 07 Jun,12h 10m,0,5,-0.5023957158962796
3,03/03/2019,0,5,BLR ? BOM ? DEL,19:35,00:35 07 Mar,5h,0,8,0.9126268320180383
3,9/04/2019,3,0,CCU ? BLR,22:15,00:50 10 Apr,2h 35m,4,8,-0.3101747463359639
4,27/06/2019,2,1,DEL ? AMD ? BOM ? COK,19:10,12:35 28 Jun,17h 25m,1,5,-0.9029030439684329
3,24/04/2019,2,1,DEL ? BLR ? COK,17:05,22:15,5h 10m,0,8,0.3053833145434047
1,27/06/2019,2,1,DEL ? BLR ? COK,13:30,23:00,9h 30m,0,8,-0.548055242390079
1,09/03/2019,0,5,BLR ? GOI ? DEL,17:00,03:40 13 Mar,10h 40m,0,8,-0.00014092446448703494
4,27/03/2019,2,1,DEL ? BOM ? COK,19:45,04:25 28 Mar,8h 40m,0,8,1.0417136414881623
1,24/05/2019,3,0,CCU ? HYD ? BLR,19:00,04:40 25 May,9h 40m,0,8,0.3483652762119504
8,24/05/2019,1,4,MAA ? CCU,09:45,12:00,2h 15m,4,7,0.4608229988726043
6,3/06/2019,2,1,DEL ? BOM ? COK,08:00,19:15,11h 15m,0,8,-0.556510710259301
4,12/03/2019,0,5,BLR ? BOM ? DEL,18:55,18:25 13 Mar,23h 30m,0,5,-0.4923900789177001
4,9/05/2019,3,0,CCU ? BOM ? BLR,20:00,04:40 10 May,8h 40m,0,8,-0.8659808342728298
8,1/06/2019,2,1,DEL ? MAA ? COK,15:45,22:05,6h 20m,0,8,0.3483652762119504
4,24/05/2019,3,0,CCU ? BOM ? BLR,21:10,10:05 25 May,12h 55m,0,5,-0.6010428410372041
3,24/04/2019,2,1,DEL ? BOM ? COK,16:00,21:00,5h,0,8,0.407271702367531
1,27/06/2019,2,1,DEL ? BLR ? COK,09:45,23:00,13h 15m,0,8,0.2663472378804961
8,21/03/2019,3,0,CCU ? BLR,09:00,11:30,2h 30m,4,8,-0.5394588500563697
6,9/06/2019,2,1,DEL ? BOM ? COK,14:00,21:00,7h,0,8,-0.31397970687711385
4,6/06/2019,2,1,DEL ? BOM ? COK,21:50,04:25 07 Jun,6h 35m,0,5,-0.3757046223224352
4,18/03/2019,0,5,BLR ? BOM ? DEL,14:05,08:15 16 Mar,18h 10m,0,8,-0.35498872604284104
4,15/05/2019,3,0,CCU ? BOM ? BLR,18:55,16:20 16 May,21h 25m,0,8,0.24605411499436303
4,18/05/2019,3,0,CCU ? BOM ? BLR,08:25,09:20 19 May,24h 55m,0,5,0.8899379932356257
3,01/03/2019,0,5,BLR ? DEL,13:00,15:50,2h 50m,4,8,0.12429537767756482
1,12/05/2019,3,0,CCU ? DEL ? BLR,10:00,23:15,13h 15m,0,8,0.28128523111612175
4,15/05/2019,3,0,CCU ? BOM ? BLR,06:30,04:40 16 May,22h 10m,0,8,0.8735907553551296
1,01/03/2019,0,5,BLR ? DEL,21:10,23:55,2h 45m,4,8,-0.16107666290868095
4,9/06/2019,2,1,DEL ? BOM ? COK,14:00,04:25 10 Jun,14h 25m,0,5,-0.3211668545659527
8,1/05/2019,1,4,MAA ? CCU,17:45,20:05,2h 20m,4,7,1.0782130777903043
8,6/04/2019,3,0,CCU ? BLR,14:55,17:25,2h 30m,4,7,-0.6729143179255919
4,18/05/2019,2,1,DEL ? BOM ? COK,11:30,19:00,7h 30m,0,8,0.0636978579481398
4,24/05/2019,3,0,CCU ? BOM ? BLR,14:05,19:50,5h 45m,0,5,-0.18489289740698986
4,12/06/2019,3,0,CCU ? DEL ? BLR,17:00,14:25 13 Jun,21h 25m,0,8,0.8256764374295378
4,9/06/2019,4,3,BOM ? HYD,19:35,21:05,1h 30m,4,5,-0.5394588500563697
1,15/05/2019,2,1,DEL ? JAI ? BOM ? COK,12:00,19:15,7h 15m,1,8,1.1156989853438557
6,15/06/2019,2,1,DEL ? BOM ? COK,13:00,01:30 16 Jun,12h 30m,0,8,-0.25465050732807215
4,24/03/2019,3,0,CCU ? BOM ? BLR,18:55,18:10 25 Mar,23h 15m,0,5,-0.6729143179255919
6,27/03/2019,2,1,DEL ? BOM ? COK,08:55,21:00,12h 5m,0,8,-0.12570462232243518
4,27/03/2019,2,1,DEL ? BOM ? COK,17:30,04:25 28 Mar,10h 55m,0,8,0.21843291995490416
1,09/03/2019,0,5,BLR ? COK ? DEL,22:00,23:20 13 Mar,25h 20m,0,8,-0.16107666290868095
8,15/06/2019,4,3,BOM ? HYD,05:45,07:15,1h 30m,4,8,0.8354002254791432
8,27/05/2019,0,2,BLR ? DEL,21:10,00:05 28 May,2h 55m,4,8,0.5453776775648252
3,12/06/2019,3,0,CCU ? MAA ? BLR,06:20,10:20,4h,0,8,0.3249718151071026
4,01/03/2019,0,5,BLR ? BOM ? DEL,08:55,05:05 02 Mar,20h 10m,0,0,0.15191657271702366
6,24/06/2019,2,1,DEL ? BOM ? COK,06:00,19:00,13h,0,8,-0.5916009019165727
8,21/03/2019,3,0,CCU ? BLR,17:15,19:45,2h 30m,4,8,-0.5394588500563697
4,1/04/2019,3,0,CCU ? BOM ? BLR,16:30,23:35,7h 5m,0,8,-0.42080045095828633
4,6/06/2019,2,1,DEL ? LKO ? BOM ? COK,09:25,04:25 07 Jun,19h,1,8,0.9522266065388951
4,6/06/2019,3,0,CCU ? BOM ? BLR,08:25,20:45,12h 20m,0,5,-0.2762119503945885
4,12/03/2019,0,5,BLR ? BOM ? DEL,21:25,08:15 13 Mar,10h 50m,0,8,0.9818207440811725
4,9/06/2019,3,0,CCU ? BOM ? BLR,18:55,04:40 10 Jun,9h 45m,0,8,-0.16107666290868095
3,3/03/2019,2,1,DEL ? BOM ? COK,16:00,01:35 04 Mar,9h 35m,0,8,-0.4923900789177001
6,6/03/2019,2,1,DEL ? BOM ? COK,08:00,21:00,13h,0,8,-0.6433201803833145
3,21/05/2019,3,0,CCU ? BLR,21:25,00:05 22 May,2h 40m,4,8,0.5638387824126269
8,9/05/2019,3,0,CCU ? BLR,17:10,19:40,2h 30m,4,8,0.8735907553551296
8,24/06/2019,3,0,CCU ? BLR,17:10,19:40,2h 30m,4,7,0.2663472378804961
2,1/06/2019,2,1,DEL ? BOM ? COK,07:00,12:55,5h 55m,0,8,0.31073844419391206
4,12/05/2019,3,0,CCU ? BOM ? BLR,14:05,22:35,8h 30m,0,8,0.5669391206313416
4,9/03/2019,2,1,DEL ? BOM ? COK,21:50,18:50 10 Mar,21h,0,8,-0.6385287485907554
10,12/06/2019,0,2,BLR ? DEL,09:45,12:35,2h 50m,4,8,0.05453776775648252
4,24/06/2019,2,1,DEL ? COK,11:00,14:15,3h 15m,4,8,-0.08934611048478015
3,15/05/2019,2,1,DEL ? BOM ? COK,06:40,21:00,14h 20m,0,8,-0.12246335963923337
4,6/03/2019,2,1,DEL ? BOM ? COK,19:45,04:25 07 Mar,8h 40m,0,8,-0.35076099210823
4,6/05/2019,3,0,CCU ? BOM ? BLR,14:05,12:00 07 May,21h 55m,0,8,0.608793686583991
4,27/03/2019,2,1,DEL ? BOM ? COK,19:45,04:25 28 Mar,8h 40m,0,5,-0.500140924464487
8,24/06/2019,0,2,BLR ? DEL,09:30,12:20,2h 50m,4,8,-0.8955749718151071
6,9/05/2019,2,1,DEL ? BOM ? COK,07:30,19:15,11h 45m,0,8,0.03255355129650507
8,18/05/2019,3,0,CCU ? IXB ? BLR,11:15,18:30,7h 15m,0,8,-0.36682638105975196
3,27/03/2019,2,1,DEL ? BOM ? COK,16:00,21:00,5h,0,8,0.6072435174746336
4,15/03/2019,0,5,BLR ? BOM ? DEL,05:45,12:25,6h 40m,0,5,-0.6689684329199549
10,12/06/2019,3,0,CCU ? DEL ? BLR,20:20,20:20 13 Jun,24h,0,8,0.06792559188275085
4,06/03/2019,0,5,BLR ? BOM ? DEL,07:00,12:25,5h 25m,0,8,-0.7917136414881624
1,1/04/2019,3,0,CCU ? DEL ? VGA ? BLR,07:00,10:00 02 Apr,27h,1,8,0.0
3,3/03/2019,2,1,DEL ? BOM ? COK,18:35,01:35 04 Mar,7h,0,8,0.2663472378804961
4,12/03/2019,4,3,BOM ? VNS ? DEL ? HYD,06:30,16:35,10h 5m,1,8,0.3435738444193912
4,6/06/2019,0,2,BLR ? DEL,07:10,10:10,3h,4,8,-0.6809470124013529
4,18/03/2019,0,5,BLR ? BOM ? DEL,07:00,16:10,9h 10m,0,8,-0.050169109357384445
6,12/06/2019,2,1,DEL ? BOM ? COK,06:00,21:00,15h,0,8,-0.21307779030439683
3,3/06/2019,3,0,CCU ? BLR,11:30,14:05,2h 35m,4,8,-0.27071589627959414
3,27/03/2019,2,1,DEL ? BLR ? COK,05:05,10:05,5h,0,8,0.6616403607666291
1,12/05/2019,4,3,BOM ? HYD,06:20,07:40,1h 20m,4,8,0.4361612175873732
4,15/03/2019,4,3,BOM ? HYD,19:35,21:05,1h 30m,4,5,0.258032694475761
4,9/05/2019,3,0,CCU ? DEL ? BLR,20:25,21:05 10 May,24h 40m,0,8,-0.60456595264938
2,15/04/2019,0,2,BLR ? DEL,20:55,23:40,2h 45m,4,8,0.6910935738444194
4,12/06/2019,2,1,DEL ? JAI ? BOM ? COK,09:40,04:25 13 Jun,18h 45m,1,5,2.0615839909808344
8,18/03/2019,0,5,BLR ? DEL,05:45,08:35,2h 50m,4,7,0.3483652762119504
8,24/05/2019,0,2,BLR ? DEL,05:55,08:35,2h 40m,4,8,-0.4766065388951522
6,6/03/2019,2,1,DEL ? BOM ? COK,09:00,21:00,12h,0,5,0.2346392333709132
6,9/04/2019,2,1,DEL ? HYD ? COK,07:05,18:10,11h 5m,0,8,0.8478015783540023
10,24/05/2019,3,0,CCU ? DEL ? BLR,20:20,22:40 25 May,26h 20m,0,8,-0.15064825253664035
4,1/05/2019,3,0,CCU ? DEL ? BLR,17:00,14:25 02 May,21h 25m,0,5,0.5517192784667418
3,1/06/2019,2,1,DEL ? BLR ? COK,02:00,07:45,5h 45m,0,8,0.3483652762119504
6,24/06/2019,2,1,DEL ? BOM ? COK,11:30,01:30 25 Jun,14h,0,8,-0.475901916572717
4,3/03/2019,4,3,BOM ? HYD,02:55,04:25,1h 30m,4,8,0.2003945885005637
0,18/05/2019,0,2,BLR ? DEL,23:55,02:45 19 May,2h 50m,4,8,-0.5842728297632469
4,27/05/2019,2,1,DEL ? BOM ? COK,14:00,12:35 28 May,22h 35m,0,5,-0.14853438556933485
3,03/03/2019,0,5,BLR ? DEL,07:10,10:05,2h 55m,4,8,0.022125140924464486
4,9/06/2019,3,0,CCU ? BOM ? BLR,06:30,23:35,17h 5m,0,8,0.1471251409244645
3,27/06/2019,4,3,BOM ? HYD,06:25,07:55,1h 30m,4,8,0.44179819616685456
1,18/03/2019,0,5,BLR ? BOM ? BHO ? DEL,08:50,23:25,14h 35m,1,8,0.2181510710259301
8,18/04/2019,3,0,CCU ? BLR,06:55,09:30,2h 35m,4,8,-0.18799323562570464
1,9/05/2019,2,1,DEL ? MAA ? COK,20:40,09:25 10 May,12h 45m,0,8,-0.48097519729425026
4,21/06/2019,0,2,BLR ? DEL,19:50,22:50,3h,4,8,-0.37965050732807215
4,01/03/2019,0,5,BLR ? BOM ? DEL,22:50,11:25 02 Mar,12h 35m,0,0,-0.16107666290868095
3,1/06/2019,1,4,MAA ? CCU,14:45,17:05,2h 20m,4,8,-0.1843291995490417
4,12/03/2019,0,5,BLR ? BOM ? DEL,21:25,15:15 13 Mar,17h 50m,0,8,-0.500140924464487
4,24/05/2019,3,0,CCU ? BOM ? BLR,08:25,20:45,12h 20m,0,8,0.8735907553551296
0,15/06/2019,2,1,DEL ? BLR ? COK,16:45,07:10 16 Jun,14h 25m,0,8,-0.5952649379932357
8,27/05/2019,0,2,BLR ? DEL,09:30,12:20,2h 50m,4,7,0.7752254791431793
10,15/05/2019,3,0,CCU ? DEL ? BLR,17:00,18:50 16 May,25h 50m,0,8,0.2663472378804961
6,12/06/2019,2,1,DEL ? BOM ? COK,08:00,21:00,13h,0,8,0.9522266065388951
1,03/03/2019,0,5,BLR ? HBX ? BOM ? NAG ? DEL,12:00,10:35 07 Mar,22h 35m,2,8,-0.24337655016910936
6,9/03/2019,2,1,DEL ? BOM ? COK,18:15,01:35 10 Mar,7h 20m,0,5,-0.5028184892897407
3,3/05/2019,1,4,MAA ? CCU,19:35,21:55,2h 20m,4,8,-0.37006764374295376
4,24/05/2019,3,0,CCU ? BOM ? BLR,18:55,08:15 25 May,13h 20m,0,8,-0.4471533258173619
